,id,name,type,capital,population,citizens,nr_quartiers,quartiers,net_production_burg,area_requirements_burg
201,202,Neliomesia,Hunting,0,2139,"{'Farmer': 1556, 'Fisherman': 97, 'Hunter': 292, 'Craftsman': 97, 'Tradesman': 97, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}",1,"{'Farmer': 1, 'Fisherman': 0, 'Hunter': 0, 'Craftsman': 0, 'Tradesman': 0, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}","{'Net_Food': 1.0, 'Net_Gold': 0.0}","{'Farmland_to_Feed_Burg_ha_Min': 2139, 'Farmland_to_Feed_Burg_ha_Max': 4278, 'Urban_Area_Burg_ha_Min': 5, 'Urban_Area_Burg_ha_Max': 11}"
202,203,Momand,Hunting,0,2669,"{'Farmer': 1941, 'Fisherman': 121, 'Hunter': 364, 'Craftsman': 121, 'Tradesman': 121, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}",2,"{'Farmer': 2, 'Fisherman': 0, 'Hunter': 0, 'Craftsman': 0, 'Tradesman': 0, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}","{'Net_Food': 2.0, 'Net_Gold': 0.0}","{'Farmland_to_Feed_Burg_ha_Min': 2669, 'Farmland_to_Feed_Burg_ha_Max': 5338, 'Urban_Area_Burg_ha_Min': 7, 'Urban_Area_Burg_ha_Max': 13}"
203,204,Amphidros,Generic,0,6949,"{'Farmer': 5559, 'Fisherman': 347, 'Hunter': 347, 'Craftsman': 347, 'Tradesman': 347, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}",6,"{'Farmer': 6, 'Fisherman': 0, 'Hunter': 0, 'Craftsman': 0, 'Tradesman': 0, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}","{'Net_Food': 6.0, 'Net_Gold': 0.0}","{'Farmland_to_Feed_Burg_ha_Min': 6949, 'Farmland_to_Feed_Burg_ha_Max': 13898, 'Urban_Area_Burg_ha_Min': 17, 'Urban_Area_Burg_ha_Max': 35}"
204,205,Tytostos,Hunting,0,5123,"{'Farmer': 3726, 'Fisherman': 233, 'Hunter': 699, 'Craftsman': 233, 'Tradesman': 233, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}",4,"{'Farmer': 4, 'Fisherman': 0, 'Hunter': 0, 'Craftsman': 0, 'Tradesman': 0, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}","{'Net_Food': 4.0, 'Net_Gold': 0.0}","{'Farmland_to_Feed_Burg_ha_Min': 5123, 'Farmland_to_Feed_Burg_ha_Max': 10246, 'Urban_Area_Burg_ha_Min': 13, 'Urban_Area_Burg_ha_Max': 26}"
205,206,Gourgos,Lake,0,1443,"{'Farmer': 1154, 'Fisherman': 72, 'Hunter': 72, 'Craftsman': 72, 'Tradesman': 72, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}",1,"{'Farmer': 1, 'Fisherman': 0, 'Hunter': 0, 'Craftsman': 0, 'Tradesman': 0, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}","{'Net_Food': 1.0, 'Net_Gold': 0.0}","{'Farmland_to_Feed_Burg_ha_Min': 1443, 'Farmland_to_Feed_Burg_ha_Max': 2886, 'Urban_Area_Burg_ha_Min': 4, 'Urban_Area_Burg_ha_Max': 7}"
206,207,Inverkeithin,Hunting,0,5461,"{'Farmer': 3972, 'Fisherman': 248, 'Hunter': 745, 'Craftsman': 248, 'Tradesman': 248, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}",4,"{'Farmer': 4, 'Fisherman': 0, 'Hunter': 0, 'Craftsman': 0, 'Tradesman': 0, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}","{'Net_Food': 4.0, 'Net_Gold': 0.0}","{'Farmland_to_Feed_Burg_ha_Min': 5461, 'Farmland_to_Feed_Burg_ha_Max': 10922, 'Urban_Area_Burg_ha_Min': 14, 'Urban_Area_Burg_ha_Max': 27}"
207,208,Hanos,Hunting,0,1467,"{'Farmer': 1067, 'Fisherman': 67, 'Hunter': 200, 'Craftsman': 67, 'Tradesman': 67, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}",1,"{'Farmer': 1, 'Fisherman': 0, 'Hunter': 0, 'Craftsman': 0, 'Tradesman': 0, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}","{'Net_Food': 1.0, 'Net_Gold': 0.0}","{'Farmland_to_Feed_Burg_ha_Min': 1467, 'Farmland_to_Feed_Burg_ha_Max': 2934, 'Urban_Area_Burg_ha_Min': 4, 'Urban_Area_Burg_ha_Max': 7}"
208,209,Sialkhast,Hunting,0,5938,"{'Farmer': 4319, 'Fisherman': 270, 'Hunter': 810, 'Craftsman': 270, 'Tradesman': 270, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}",6,"{'Farmer': 5, 'Fisherman': 0, 'Hunter': 1, 'Craftsman': 0, 'Tradesman': 0, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}","{'Net_Food': 5.5, 'Net_Gold': 0.0}","{'Farmland_to_Feed_Burg_ha_Min': 5938, 'Farmland_to_Feed_Burg_ha_Max': 11876, 'Urban_Area_Burg_ha_Min': 15, 'Urban_Area_Burg_ha_Max': 30}"
209,210,Seyaveri,Hunting,0,4298,"{'Farmer': 3126, 'Fisherman': 195, 'Hunter': 586, 'Craftsman': 195, 'Tradesman': 195, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}",3,"{'Farmer': 3, 'Fisherman': 0, 'Hunter': 0, 'Craftsman': 0, 'Tradesman': 0, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}","{'Net_Food': 3.0, 'Net_Gold': 0.0}","{'Farmland_to_Feed_Burg_ha_Min': 4298, 'Farmland_to_Feed_Burg_ha_Max': 8596, 'Urban_Area_Burg_ha_Min': 11, 'Urban_Area_Burg_ha_Max': 21}"
210,211,Nushahrzad,Generic,0,10578,"{'Farmer': 8462, 'Fisherman': 529, 'Hunter': 529, 'Craftsman': 529, 'Tradesman': 529, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}",10,"{'Farmer': 10, 'Fisherman': 0, 'Hunter': 0, 'Craftsman': 0, 'Tradesman': 0, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}","{'Net_Food': 10.0, 'Net_Gold': 0.0}","{'Farmland_to_Feed_Burg_ha_Min': 10578, 'Farmland_to_Feed_Burg_ha_Max': 21156, 'Urban_Area_Burg_ha_Min': 26, 'Urban_Area_Burg_ha_Max': 53}"
211,212,Hatomsar,Highland,0,16148,"{'Farmer': 12560, 'Fisherman': 897, 'Hunter': 897, 'Craftsman': 897, 'Tradesman': 897, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}",19,"{'Farmer': 15, 'Fisherman': 1, 'Hunter': 1, 'Craftsman': 1, 'Tradesman': 1, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}","{'Net_Food': 15.5, 'Net_Gold': 2.25}","{'Farmland_to_Feed_Burg_ha_Min': 16148, 'Farmland_to_Feed_Burg_ha_Max': 32296, 'Urban_Area_Burg_ha_Min': 40, 'Urban_Area_Burg_ha_Max': 81}"
212,213,Kilvioeva,Hunting,0,1670,"{'Farmer': 1215, 'Fisherman': 76, 'Hunter': 228, 'Craftsman': 76, 'Tradesman': 76, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}",1,"{'Farmer': 1, 'Fisherman': 0, 'Hunter': 0, 'Craftsman': 0, 'Tradesman': 0, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}","{'Net_Food': 1.0, 'Net_Gold': 0.0}","{'Farmland_to_Feed_Burg_ha_Min': 1670, 'Farmland_to_Feed_Burg_ha_Max': 3340, 'Urban_Area_Burg_ha_Min': 4, 'Urban_Area_Burg_ha_Max': 8}"
213,214,Brigendaco,Generic,0,14739,"{'Farmer': 11791, 'Fisherman': 737, 'Hunter': 737, 'Craftsman': 737, 'Tradesman': 737, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}",14,"{'Farmer': 14, 'Fisherman': 0, 'Hunter': 0, 'Craftsman': 0, 'Tradesman': 0, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}","{'Net_Food': 14.0, 'Net_Gold': 0.0}","{'Farmland_to_Feed_Burg_ha_Min': 14739, 'Farmland_to_Feed_Burg_ha_Max': 29478, 'Urban_Area_Burg_ha_Min': 37, 'Urban_Area_Burg_ha_Max': 74}"
214,215,Odiraris,Generic,0,14044,"{'Farmer': 11235, 'Fisherman': 702, 'Hunter': 702, 'Craftsman': 702, 'Tradesman': 702, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}",14,"{'Farmer': 14, 'Fisherman': 0, 'Hunter': 0, 'Craftsman': 0, 'Tradesman': 0, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}","{'Net_Food': 14.0, 'Net_Gold': 0.0}","{'Farmland_to_Feed_Burg_ha_Min': 14044, 'Farmland_to_Feed_Burg_ha_Max': 28088, 'Urban_Area_Burg_ha_Min': 35, 'Urban_Area_Burg_ha_Max': 70}"
215,216,Bayan,Hunting,0,1012,"{'Farmer': 736, 'Fisherman': 46, 'Hunter': 138, 'Craftsman': 46, 'Tradesman': 46, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}",0,"{'Farmer': 0, 'Fisherman': 0, 'Hunter': 0, 'Craftsman': 0, 'Tradesman': 0, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}","{'Net_Food': 0.0, 'Net_Gold': 0.0}","{'Farmland_to_Feed_Burg_ha_Min': 1012, 'Farmland_to_Feed_Burg_ha_Max': 2024, 'Urban_Area_Burg_ha_Min': 3, 'Urban_Area_Burg_ha_Max': 5}"
216,217,Breiswald,Hunting,0,4090,"{'Farmer': 2975, 'Fisherman': 186, 'Hunter': 558, 'Craftsman': 186, 'Tradesman': 186, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}",3,"{'Farmer': 3, 'Fisherman': 0, 'Hunter': 0, 'Craftsman': 0, 'Tradesman': 0, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}","{'Net_Food': 3.0, 'Net_Gold': 0.0}","{'Farmland_to_Feed_Burg_ha_Min': 4090, 'Farmland_to_Feed_Burg_ha_Max': 8180, 'Urban_Area_Burg_ha_Min': 10, 'Urban_Area_Burg_ha_Max': 20}"
217,218,Jifilandal,Hunting,0,2947,"{'Farmer': 2143, 'Fisherman': 134, 'Hunter': 402, 'Craftsman': 134, 'Tradesman': 134, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}",2,"{'Farmer': 2, 'Fisherman': 0, 'Hunter': 0, 'Craftsman': 0, 'Tradesman': 0, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}","{'Net_Food': 2.0, 'Net_Gold': 0.0}","{'Farmland_to_Feed_Burg_ha_Min': 2947, 'Farmland_to_Feed_Burg_ha_Max': 5894, 'Urban_Area_Burg_ha_Min': 7, 'Urban_Area_Burg_ha_Max': 15}"
218,219,Plalela,Generic,0,7195,"{'Farmer': 5756, 'Fisherman': 360, 'Hunter': 360, 'Craftsman': 360, 'Tradesman': 360, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}",7,"{'Farmer': 7, 'Fisherman': 0, 'Hunter': 0, 'Craftsman': 0, 'Tradesman': 0, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}","{'Net_Food': 7.0, 'Net_Gold': 0.0}","{'Farmland_to_Feed_Burg_ha_Min': 7195, 'Farmland_to_Feed_Burg_ha_Max': 14390, 'Urban_Area_Burg_ha_Min': 18, 'Urban_Area_Burg_ha_Max': 36}"
219,220,Herina,Hunting,0,1428,"{'Farmer': 1039, 'Fisherman': 65, 'Hunter': 195, 'Craftsman': 65, 'Tradesman': 65, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}",1,"{'Farmer': 1, 'Fisherman': 0, 'Hunter': 0, 'Craftsman': 0, 'Tradesman': 0, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}","{'Net_Food': 1.0, 'Net_Gold': 0.0}","{'Farmland_to_Feed_Burg_ha_Min': 1428, 'Farmland_to_Feed_Burg_ha_Max': 2856, 'Urban_Area_Burg_ha_Min': 4, 'Urban_Area_Burg_ha_Max': 7}"
220,221,Meybid,Hunting,0,2404,"{'Farmer': 1748, 'Fisherman': 109, 'Hunter': 328, 'Craftsman': 109, 'Tradesman': 109, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}",2,"{'Farmer': 2, 'Fisherman': 0, 'Hunter': 0, 'Craftsman': 0, 'Tradesman': 0, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}","{'Net_Food': 2.0, 'Net_Gold': 0.0}","{'Farmland_to_Feed_Burg_ha_Min': 2404, 'Farmland_to_Feed_Burg_ha_Max': 4808, 'Urban_Area_Burg_ha_Min': 6, 'Urban_Area_Burg_ha_Max': 12}"
221,222,Vehkaki,Generic,0,8870,"{'Farmer': 7096, 'Fisherman': 444, 'Hunter': 444, 'Craftsman': 444, 'Tradesman': 444, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}",8,"{'Farmer': 8, 'Fisherman': 0, 'Hunter': 0, 'Craftsman': 0, 'Tradesman': 0, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}","{'Net_Food': 8.0, 'Net_Gold': 0.0}","{'Farmland_to_Feed_Burg_ha_Min': 8870, 'Farmland_to_Feed_Burg_ha_Max': 17740, 'Urban_Area_Burg_ha_Min': 22, 'Urban_Area_Burg_ha_Max': 44}"
222,223,Vequm,Hunting,0,1707,"{'Farmer': 1241, 'Fisherman': 78, 'Hunter': 233, 'Craftsman': 78, 'Tradesman': 78, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}",1,"{'Farmer': 1, 'Fisherman': 0, 'Hunter': 0, 'Craftsman': 0, 'Tradesman': 0, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}","{'Net_Food': 1.0, 'Net_Gold': 0.0}","{'Farmland_to_Feed_Burg_ha_Min': 1707, 'Farmland_to_Feed_Burg_ha_Max': 3414, 'Urban_Area_Burg_ha_Min': 4, 'Urban_Area_Burg_ha_Max': 9}"
223,224,Acharta,Generic,0,10307,"{'Farmer': 7170, 'Fisherman': 448, 'Hunter': 448, 'Craftsman': 896, 'Tradesman': 448, 'Churchman': 0, 'Clerk': 0, 'Soldier': 896}",10,"{'Farmer': 8, 'Fisherman': 0, 'Hunter': 0, 'Craftsman': 1, 'Tradesman': 0, 'Churchman': 0, 'Clerk': 0, 'Soldier': 1}","{'Net_Food': 6.0, 'Net_Gold': -0.25}","{'Farmland_to_Feed_Burg_ha_Min': 10307, 'Farmland_to_Feed_Burg_ha_Max': 20614, 'Urban_Area_Burg_ha_Min': 26, 'Urban_Area_Burg_ha_Max': 52}"
224,225,Chalbia,Hunting,0,1047,"{'Farmer': 761, 'Fisherman': 48, 'Hunter': 143, 'Craftsman': 48, 'Tradesman': 48, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}",0,"{'Farmer': 0, 'Fisherman': 0, 'Hunter': 0, 'Craftsman': 0, 'Tradesman': 0, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}","{'Net_Food': 0.0, 'Net_Gold': 0.0}","{'Farmland_to_Feed_Burg_ha_Min': 1047, 'Farmland_to_Feed_Burg_ha_Max': 2094, 'Urban_Area_Burg_ha_Min': 3, 'Urban_Area_Burg_ha_Max': 5}"
225,226,Brilor,Generic,0,8700,"{'Farmer': 6960, 'Fisherman': 435, 'Hunter': 435, 'Craftsman': 435, 'Tradesman': 435, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}",8,"{'Farmer': 8, 'Fisherman': 0, 'Hunter': 0, 'Craftsman': 0, 'Tradesman': 0, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}","{'Net_Food': 8.0, 'Net_Gold': 0.0}","{'Farmland_to_Feed_Burg_ha_Min': 8700, 'Farmland_to_Feed_Burg_ha_Max': 17400, 'Urban_Area_Burg_ha_Min': 22, 'Urban_Area_Burg_ha_Max': 44}"
226,227,Tememi,Hunting,0,1609,"{'Farmer': 1170, 'Fisherman': 73, 'Hunter': 219, 'Craftsman': 73, 'Tradesman': 73, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}",1,"{'Farmer': 1, 'Fisherman': 0, 'Hunter': 0, 'Craftsman': 0, 'Tradesman': 0, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}","{'Net_Food': 1.0, 'Net_Gold': 0.0}","{'Farmland_to_Feed_Burg_ha_Min': 1609, 'Farmland_to_Feed_Burg_ha_Max': 3218, 'Urban_Area_Burg_ha_Min': 4, 'Urban_Area_Burg_ha_Max': 8}"
227,228,Herbachlin,Generic,0,7513,"{'Farmer': 6010, 'Fisherman': 376, 'Hunter': 376, 'Craftsman': 376, 'Tradesman': 376, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}",7,"{'Farmer': 7, 'Fisherman': 0, 'Hunter': 0, 'Craftsman': 0, 'Tradesman': 0, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}","{'Net_Food': 7.0, 'Net_Gold': 0.0}","{'Farmland_to_Feed_Burg_ha_Min': 7513, 'Farmland_to_Feed_Burg_ha_Max': 15026, 'Urban_Area_Burg_ha_Min': 19, 'Urban_Area_Burg_ha_Max': 38}"
228,229,Rasteried,Hunting,0,1106,"{'Farmer': 804, 'Fisherman': 50, 'Hunter': 151, 'Craftsman': 50, 'Tradesman': 50, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}",1,"{'Farmer': 1, 'Fisherman': 0, 'Hunter': 0, 'Craftsman': 0, 'Tradesman': 0, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}","{'Net_Food': 1.0, 'Net_Gold': 0.0}","{'Farmland_to_Feed_Burg_ha_Min': 1106, 'Farmland_to_Feed_Burg_ha_Max': 2212, 'Urban_Area_Burg_ha_Min': 3, 'Urban_Area_Burg_ha_Max': 6}"
229,230,Buchenaufen,Generic,0,17093,"{'Farmer': 13674, 'Fisherman': 855, 'Hunter': 855, 'Craftsman': 855, 'Tradesman': 855, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}",21,"{'Farmer': 17, 'Fisherman': 1, 'Hunter': 1, 'Craftsman': 1, 'Tradesman': 1, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}","{'Net_Food': 17.5, 'Net_Gold': 2.25}","{'Farmland_to_Feed_Burg_ha_Min': 17093, 'Farmland_to_Feed_Burg_ha_Max': 34186, 'Urban_Area_Burg_ha_Min': 43, 'Urban_Area_Burg_ha_Max': 85}"
230,231,Harvakini,Generic,0,6030,"{'Farmer': 4824, 'Fisherman': 302, 'Hunter': 302, 'Craftsman': 302, 'Tradesman': 302, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}",6,"{'Farmer': 6, 'Fisherman': 0, 'Hunter': 0, 'Craftsman': 0, 'Tradesman': 0, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}","{'Net_Food': 6.0, 'Net_Gold': 0.0}","{'Farmland_to_Feed_Burg_ha_Min': 6030, 'Farmland_to_Feed_Burg_ha_Max': 12060, 'Urban_Area_Burg_ha_Min': 15, 'Urban_Area_Burg_ha_Max': 30}"
231,232,Suotankaan,Hunting,0,2672,"{'Farmer': 1943, 'Fisherman': 121, 'Hunter': 364, 'Craftsman': 121, 'Tradesman': 121, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}",2,"{'Farmer': 2, 'Fisherman': 0, 'Hunter': 0, 'Craftsman': 0, 'Tradesman': 0, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}","{'Net_Food': 2.0, 'Net_Gold': 0.0}","{'Farmland_to_Feed_Burg_ha_Min': 2672, 'Farmland_to_Feed_Burg_ha_Max': 5344, 'Urban_Area_Burg_ha_Min': 7, 'Urban_Area_Burg_ha_Max': 13}"
232,233,Vatrolis,Hunting,0,5077,"{'Farmer': 3692, 'Fisherman': 231, 'Hunter': 692, 'Craftsman': 231, 'Tradesman': 231, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}",4,"{'Farmer': 4, 'Fisherman': 0, 'Hunter': 0, 'Craftsman': 0, 'Tradesman': 0, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}","{'Net_Food': 4.0, 'Net_Gold': 0.0}","{'Farmland_to_Feed_Burg_ha_Min': 5077, 'Farmland_to_Feed_Burg_ha_Max': 10154, 'Urban_Area_Burg_ha_Min': 13, 'Urban_Area_Burg_ha_Max': 25}"
233,234,Gazdan,Hunting,0,4939,"{'Farmer': 3592, 'Fisherman': 224, 'Hunter': 674, 'Craftsman': 224, 'Tradesman': 224, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}",4,"{'Farmer': 4, 'Fisherman': 0, 'Hunter': 0, 'Craftsman': 0, 'Tradesman': 0, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}","{'Net_Food': 4.0, 'Net_Gold': 0.0}","{'Farmland_to_Feed_Burg_ha_Min': 4939, 'Farmland_to_Feed_Burg_ha_Max': 9878, 'Urban_Area_Burg_ha_Min': 12, 'Urban_Area_Burg_ha_Max': 25}"
234,235,Nashehteh,Generic,0,20598,"{'Farmer': 16478, 'Fisherman': 1030, 'Hunter': 1030, 'Craftsman': 1030, 'Tradesman': 1030, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}",24,"{'Farmer': 20, 'Fisherman': 1, 'Hunter': 1, 'Craftsman': 1, 'Tradesman': 1, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}","{'Net_Food': 20.5, 'Net_Gold': 2.25}","{'Farmland_to_Feed_Burg_ha_Min': 20598, 'Farmland_to_Feed_Burg_ha_Max': 41196, 'Urban_Area_Burg_ha_Min': 51, 'Urban_Area_Burg_ha_Max': 103}"
235,236,Kautio,Generic,0,7534,"{'Farmer': 6027, 'Fisherman': 377, 'Hunter': 377, 'Craftsman': 377, 'Tradesman': 377, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}",7,"{'Farmer': 7, 'Fisherman': 0, 'Hunter': 0, 'Craftsman': 0, 'Tradesman': 0, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}","{'Net_Food': 7.0, 'Net_Gold': 0.0}","{'Farmland_to_Feed_Burg_ha_Min': 7534, 'Farmland_to_Feed_Burg_ha_Max': 15068, 'Urban_Area_Burg_ha_Min': 19, 'Urban_Area_Burg_ha_Max': 38}"
236,237,Adefidshahr,Generic,0,15263,"{'Farmer': 10618, 'Fisherman': 664, 'Hunter': 664, 'Craftsman': 1327, 'Tradesman': 664, 'Churchman': 0, 'Clerk': 0, 'Soldier': 1327}",15,"{'Farmer': 13, 'Fisherman': 0, 'Hunter': 0, 'Craftsman': 1, 'Tradesman': 0, 'Churchman': 0, 'Clerk': 0, 'Soldier': 1}","{'Net_Food': 11.0, 'Net_Gold': -0.25}","{'Farmland_to_Feed_Burg_ha_Min': 15263, 'Farmland_to_Feed_Burg_ha_Max': 30526, 'Urban_Area_Burg_ha_Min': 38, 'Urban_Area_Burg_ha_Max': 76}"
237,238,Cantego,Generic,0,9172,"{'Farmer': 7338, 'Fisherman': 459, 'Hunter': 459, 'Craftsman': 459, 'Tradesman': 459, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}",9,"{'Farmer': 9, 'Fisherman': 0, 'Hunter': 0, 'Craftsman': 0, 'Tradesman': 0, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}","{'Net_Food': 9.0, 'Net_Gold': 0.0}","{'Farmland_to_Feed_Burg_ha_Min': 9172, 'Farmland_to_Feed_Burg_ha_Max': 18344, 'Urban_Area_Burg_ha_Min': 23, 'Urban_Area_Burg_ha_Max': 46}"
238,239,Marnorum,Naval,0,22627,"{'Farmer': 10056, 'Fisherman': 5866, 'Hunter': 838, 'Craftsman': 1676, 'Tradesman': 2514, 'Churchman': 0, 'Clerk': 0, 'Soldier': 1676}",27,"{'Farmer': 12, 'Fisherman': 7, 'Hunter': 1, 'Craftsman': 2, 'Tradesman': 3, 'Churchman': 0, 'Clerk': 0, 'Soldier': 2}","{'Net_Food': 19.5, 'Net_Gold': 4.0}","{'Farmland_to_Feed_Burg_ha_Min': 22627, 'Farmland_to_Feed_Burg_ha_Max': 45254, 'Urban_Area_Burg_ha_Min': 57, 'Urban_Area_Burg_ha_Max': 113}"
239,240,Agustatuva,Generic,0,7663,"{'Farmer': 6130, 'Fisherman': 383, 'Hunter': 383, 'Craftsman': 383, 'Tradesman': 383, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}",7,"{'Farmer': 7, 'Fisherman': 0, 'Hunter': 0, 'Craftsman': 0, 'Tradesman': 0, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}","{'Net_Food': 7.0, 'Net_Gold': 0.0}","{'Farmland_to_Feed_Burg_ha_Min': 7663, 'Farmland_to_Feed_Burg_ha_Max': 15326, 'Urban_Area_Burg_ha_Min': 19, 'Urban_Area_Burg_ha_Max': 38}"
240,241,Shahrdestan,Generic,0,10897,"{'Farmer': 8718, 'Fisherman': 545, 'Hunter': 545, 'Craftsman': 545, 'Tradesman': 545, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}",10,"{'Farmer': 10, 'Fisherman': 0, 'Hunter': 0, 'Craftsman': 0, 'Tradesman': 0, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}","{'Net_Food': 10.0, 'Net_Gold': 0.0}","{'Farmland_to_Feed_Burg_ha_Min': 10897, 'Farmland_to_Feed_Burg_ha_Max': 21794, 'Urban_Area_Burg_ha_Min': 27, 'Urban_Area_Burg_ha_Max': 54}"
241,242,Ballfach,Generic,0,7472,"{'Farmer': 5978, 'Fisherman': 374, 'Hunter': 374, 'Craftsman': 374, 'Tradesman': 374, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}",7,"{'Farmer': 7, 'Fisherman': 0, 'Hunter': 0, 'Craftsman': 0, 'Tradesman': 0, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}","{'Net_Food': 7.0, 'Net_Gold': 0.0}","{'Farmland_to_Feed_Burg_ha_Min': 7472, 'Farmland_to_Feed_Burg_ha_Max': 14944, 'Urban_Area_Burg_ha_Min': 19, 'Urban_Area_Burg_ha_Max': 37}"
242,243,Farimnan,Highland,0,1481,"{'Farmer': 1152, 'Fisherman': 82, 'Hunter': 82, 'Craftsman': 82, 'Tradesman': 82, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}",1,"{'Farmer': 1, 'Fisherman': 0, 'Hunter': 0, 'Craftsman': 0, 'Tradesman': 0, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}","{'Net_Food': 1.0, 'Net_Gold': 0.0}","{'Farmland_to_Feed_Burg_ha_Min': 1481, 'Farmland_to_Feed_Burg_ha_Max': 2962, 'Urban_Area_Burg_ha_Min': 4, 'Urban_Area_Burg_ha_Max': 7}"
243,244,Apenalbron,Generic,0,9853,"{'Farmer': 7882, 'Fisherman': 493, 'Hunter': 493, 'Craftsman': 493, 'Tradesman': 493, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}",9,"{'Farmer': 9, 'Fisherman': 0, 'Hunter': 0, 'Craftsman': 0, 'Tradesman': 0, 'Churchman': 0, 'Clerk': 0, 'Soldier': 0}","{'Net_Food': 9.0, 'Net_Gold': 0.0}","{'Farmland_to_Feed_Burg_ha_Min': 9853, 'Farmland_to_Feed_Burg_ha_Max': 19706, 'Urban_Area_Burg_ha_Min': 25, 'Urban_Area_Burg_ha_Max': 49}"
